0
0 days 00:00:00.138369
0 days 00:00:00.132609
0 days 00:00:00.144142
0 days 00:00:00.139295
0 days 00:00:00.133693
0 days 00:00:00.135067
0 days 00:00:00.134832
0 days 00:00:00.140905
0 days 00:00:00.133187
0 days 00:00:00.131789
0 days 00:00:00.138762
0 days 00:00:00.134006
0 days 00:00:00.129721
0 days 00:00:00.136948
0 days 00:00:00.140755
0 days 00:00:00.138607
0 days 00:00:00.138931
0 days 00:00:00.135349
0 days 00:00:00.136873
0 days 00:00:00.134775
0 days 00:00:00.138018
0 days 00:00:00.149906
0 days 00:00:00.133060
0 days 00:00:00.138277
0 days 00:00:00.129560
0 days 00:00:00.132703
0 days 00:00:00.141410
0 days 00:00:00.135084
0 days 00:00:00.141492
0 days 00:00:00.136787
0 days 00:00:00.140043
0 days 00:00:00.135484
0 days 00:00:00.141180
0 days 00:00:00.139020
0 days 00:00:00.158998
0 days 00:00:00.154896
0 days 00:00:00.183206
0 days 00:00:00.191919
0 days 00:00:00.178205
0 days 00:00:00.144659
0 days 00:00:00.138251
0 days 00:00:00.133492
0 days 00:00:00.133176
0 days 00:00:00.135348
0 days 00:00:00.133708
0 days 00:00:00.134784
0 days 00:00:00.140534
0 days 00:00:00.127886
0 days 00:00:00.147777
0 days 00:00:00.139073
0 days 00:00:00.139220
0 days 00:00:00.144367
0 days 00:00:00.138895
0 days 00:00:00.139031
0 days 00:00:00.133092
0 days 00:00:00.137157
0 days 00:00:00.135461
0 days 00:00:00.137679
0 days 00:00:00.137578
0 days 00:00:00.136695
0 days 00:00:00.138670
0 days 00:00:00.140084
0 days 00:00:00.133095
0 days 00:00:00.133244
0 days 00:00:00.138843
0 days 00:00:00.136667
0 days 00:00:00.132598
0 days 00:00:00.132866
0 days 00:00:00.137522
0 days 00:00:00.129711
0 days 00:00:00.130301
0 days 00:00:00.132708
0 days 00:00:00.139210
0 days 00:00:00.134252
0 days 00:00:00.137730
0 days 00:00:00.136389
0 days 00:00:00.137002
0 days 00:00:00.173588
0 days 00:00:00.140059
0 days 00:00:00.141078
0 days 00:00:00.134158
0 days 00:00:00.140471
0 days 00:00:00.137625
0 days 00:00:00.137021
0 days 00:00:00.138249
0 days 00:00:00.128140
0 days 00:00:00.130690
0 days 00:00:00.138551
0 days 00:00:00.150530
0 days 00:00:00.138689
0 days 00:00:00.213135
0 days 00:00:00.127999
0 days 00:00:00.137426
0 days 00:00:00.136103
0 days 00:00:00.135802
0 days 00:00:00.142142
0 days 00:00:00.135981
0 days 00:00:00.146996
0 days 00:00:00.137756
0 days 00:00:00.132400
0 days 00:00:00.143214
0 days 00:00:00.139768
0 days 00:00:00.156816
0 days 00:00:00.134792
0 days 00:00:00.130604
0 days 00:00:00.143878
0 days 00:00:00.132913
0 days 00:00:00.128707
0 days 00:00:00.134268
0 days 00:00:00.161017
0 days 00:00:00.142610
0 days 00:00:00.162114
0 days 00:00:00.146261
0 days 00:00:00.143834
0 days 00:00:00.133419
0 days 00:00:00.137441
0 days 00:00:00.138901
0 days 00:00:00.138563
0 days 00:00:00.136651
0 days 00:00:00.137928
0 days 00:00:00.148103
0 days 00:00:00.134298
0 days 00:00:00.138010
0 days 00:00:00.136052
0 days 00:00:00.142800
0 days 00:00:00.135418
0 days 00:00:00.129491
0 days 00:00:00.128212
0 days 00:00:00.132124
0 days 00:00:00.133819
0 days 00:00:00.136577
0 days 00:00:00.128756
0 days 00:00:00.138784
0 days 00:00:00.135693
0 days 00:00:00.133533
0 days 00:00:00.134463
0 days 00:00:00.138910
0 days 00:00:00.152584
0 days 00:00:00.133884
0 days 00:00:00.131497
0 days 00:00:00.130234
0 days 00:00:00.141274
0 days 00:00:00.131965
0 days 00:00:00.131975
0 days 00:00:00.135945
0 days 00:00:00.141276
0 days 00:00:00.133826
0 days 00:00:00.144331
0 days 00:00:00.132736
0 days 00:00:00.137988
0 days 00:00:00.137807
0 days 00:00:00.133503
0 days 00:00:00.136064
0 days 00:00:00.136747
0 days 00:00:00.136267
0 days 00:00:00.134925
0 days 00:00:00.139178
0 days 00:00:00.141546
0 days 00:00:00.135307
0 days 00:00:00.137174
0 days 00:00:00.136931
0 days 00:00:00.137850
0 days 00:00:00.132983
0 days 00:00:00.138766
