year,month,day,hour,EGATSirindhorn
2016,3,31,16,6.01
2016,3,31,17,6.01
2016,3,31,18,6.01
2016,3,31,19,6.01
2016,3,31,20,6.01
2016,3,31,21,6.01
2016,3,31,22,6.01
2016,3,31,23,6.01
2016,4,1,0,5.9
2016,4,1,1,5.9
2016,4,1,2,5.9
2016,4,1,3,5.9
2016,4,1,4,5.9
2016,4,1,5,5.9
2016,4,1,6,5.9
2016,4,1,7,5.9
2016,4,1,8,5.9
2016,4,1,9,5.9
2016,4,1,10,5.9
2016,4,1,11,5.9
2016,4,1,12,5.9
2016,4,1,13,5.9
2016,4,1,14,5.9
2016,4,1,15,5.9
2016,4,1,16,5.9
2016,4,1,17,5.9
2016,4,1,18,5.9
2016,4,1,19,5.9
2016,4,1,20,5.9
2016,4,1,21,5.9
2016,4,1,22,5.9
2016,4,1,23,5.9
2016,4,2,0,5.71
2016,4,2,1,5.71
2016,4,2,2,5.71
2016,4,2,3,5.71
2016,4,2,4,5.71
2016,4,2,5,5.71
2016,4,2,6,5.71
2016,4,2,7,5.71
2016,4,2,8,5.71
2016,4,2,9,5.71
2016,4,2,10,5.71
2016,4,2,11,5.71
2016,4,2,12,5.71
2016,4,2,13,5.71
2016,4,2,14,5.71
2016,4,2,15,5.71
2016,4,2,16,5.71
2016,4,2,17,5.71
2016,4,2,18,5.71
2016,4,2,19,5.71
2016,4,2,20,5.71
2016,4,2,21,5.71
2016,4,2,22,5.71
2016,4,2,23,5.71
2016,4,3,0,5.49
2016,4,3,1,5.49
2016,4,3,2,5.49
2016,4,3,3,5.49
2016,4,3,4,5.49
2016,4,3,5,5.49
2016,4,3,6,5.49
2016,4,3,7,5.49
2016,4,3,8,5.49
2016,4,3,9,5.49
2016,4,3,10,5.49
2016,4,3,11,5.49
2016,4,3,12,5.49
2016,4,3,13,5.49
2016,4,3,14,5.49
2016,4,3,15,5.49
2016,4,3,16,5.49
2016,4,3,17,5.49
2016,4,3,18,5.49
2016,4,3,19,5.49
2016,4,3,20,5.49
2016,4,3,21,5.49
2016,4,3,22,5.49
2016,4,3,23,5.49
2016,4,4,0,5.32
2016,4,4,1,5.32
2016,4,4,2,5.32
2016,4,4,3,5.32
2016,4,4,4,5.32
2016,4,4,5,5.32
2016,4,4,6,5.32
2016,4,4,7,5.32
2016,4,4,8,5.32
2016,4,4,9,5.32
2016,4,4,10,5.32
2016,4,4,11,5.32
2016,4,4,12,5.32
2016,4,4,13,5.32
2016,4,4,14,5.32
2016,4,4,15,5.32
2016,4,4,16,5.32
2016,4,4,17,5.32
2016,4,4,18,5.32
2016,4,4,19,5.32
2016,4,4,20,5.32
2016,4,4,21,5.32
2016,4,4,22,5.32
2016,4,4,23,5.32
2016,4,5,0,5.16
2016,4,5,1,5.16
2016,4,5,2,5.16
2016,4,5,3,5.16
2016,4,5,4,5.16
2016,4,5,5,5.16
2016,4,5,6,5.16
2016,4,5,7,5.16
2016,4,5,8,5.16
2016,4,5,9,5.16
2016,4,5,10,5.16
2016,4,5,11,5.16
2016,4,5,12,5.16
2016,4,5,13,5.16
2016,4,5,14,5.16
2016,4,5,15,5.16
2016,4,5,16,5.16
2016,4,5,17,5.16
2016,4,5,18,5.16
2016,4,5,19,5.16
2016,4,5,20,5.16
2016,4,5,21,5.16
2016,4,5,22,5.16
2016,4,5,23,5.16
2016,4,6,0,5
2016,4,6,1,5
2016,4,6,2,5
2016,4,6,3,5
2016,4,6,4,5
2016,4,6,5,5
2016,4,6,6,5
2016,4,6,7,5
2016,4,6,8,5
2016,4,6,9,5
2016,4,6,10,5
2016,4,6,11,5
2016,4,6,12,5
2016,4,6,13,5
2016,4,6,14,5
2016,4,6,15,5
2016,4,6,16,5
2016,4,6,17,5
2016,4,6,18,5
2016,4,6,19,5
2016,4,6,20,5
2016,4,6,21,5
2016,4,6,22,5
2016,4,6,23,5
2016,4,7,0,4.84
2016,4,7,1,4.84
2016,4,7,2,4.84
2016,4,7,3,4.84
2016,4,7,4,4.84
2016,4,7,5,4.84
2016,4,7,6,4.84
2016,4,7,7,4.84
2016,4,7,8,4.84
2016,4,7,9,4.84
2016,4,7,10,4.84
2016,4,7,11,4.84
2016,4,7,12,4.84
2016,4,7,13,4.84
2016,4,7,14,4.84
2016,4,7,15,4.84
2016,4,7,16,4.84
2016,4,7,17,4.84
2016,4,7,18,4.84
2016,4,7,19,4.84
2016,4,7,20,4.84
2016,4,7,21,4.84
2016,4,7,22,4.84
2016,4,7,23,4.84
2016,4,8,0,4.69
2016,4,8,1,4.69
2016,4,8,2,4.69
2016,4,8,3,4.69
2016,4,8,4,4.69
2016,4,8,5,4.69
2016,4,8,6,4.69
2016,4,8,7,4.69
2016,4,8,8,4.69
2016,4,8,9,4.69
2016,4,8,10,4.69
2016,4,8,11,4.69
2016,4,8,12,4.69
2016,4,8,13,4.69
2016,4,8,14,4.69
2016,4,8,15,4.69
2016,4,8,16,4.69
2016,4,8,17,4.69
2016,4,8,18,4.69
2016,4,8,19,4.69
2016,4,8,20,4.69
2016,4,8,21,4.69
2016,4,8,22,4.69
2016,4,8,23,4.69
2016,4,9,0,4.55
2016,4,9,1,4.55
2016,4,9,2,4.55
2016,4,9,3,4.55
2016,4,9,4,4.55
2016,4,9,5,4.55
2016,4,9,6,4.55
2016,4,9,7,4.55
2016,4,9,8,4.55
2016,4,9,9,4.55
2016,4,9,10,4.55
2016,4,9,11,4.55
2016,4,9,12,4.55
2016,4,9,13,4.55
2016,4,9,14,4.55
2016,4,9,15,4.55
2016,4,9,16,4.55
2016,4,9,17,4.55
2016,4,9,18,4.55
2016,4,9,19,4.55
2016,4,9,20,4.55
2016,4,9,21,4.55
2016,4,9,22,4.55
2016,4,9,23,4.55
2016,4,10,0,4.45
2016,4,10,1,4.45
2016,4,10,2,4.45
2016,4,10,3,4.45
2016,4,10,4,4.45
2016,4,10,5,4.45
2016,4,10,6,4.45
2016,4,10,7,4.45
2016,4,10,8,4.45
2016,4,10,9,4.45
2016,4,10,10,4.45
2016,4,10,11,4.45
2016,4,10,12,4.45
2016,4,10,13,4.45
2016,4,10,14,4.45
2016,4,10,15,4.45
2016,4,10,16,4.45
2016,4,10,17,4.45
2016,4,10,18,4.45
2016,4,10,19,4.45
2016,4,10,20,4.45
2016,4,10,21,4.45
2016,4,10,22,4.45
2016,4,10,23,4.45
2016,4,11,0,4.38
2016,4,11,1,4.38
2016,4,11,2,4.38
2016,4,11,3,4.38
2016,4,11,4,4.38
2016,4,11,5,4.38
2016,4,11,6,4.38
2016,4,11,7,4.38
2016,4,11,8,4.38
2016,4,11,9,4.38
2016,4,11,10,4.38
2016,4,11,11,4.38
2016,4,11,12,4.38
2016,4,11,13,4.38
2016,4,11,14,4.38
2016,4,11,15,4.38
2016,4,11,16,4.38
2016,4,11,17,4.38
2016,4,11,18,4.38
2016,4,11,19,4.38
2016,4,11,20,4.38
2016,4,11,21,4.38
2016,4,11,22,4.38
2016,4,11,23,4.38
2016,4,12,0,4.32
2016,4,12,1,4.32
2016,4,12,2,4.32
2016,4,12,3,4.32
2016,4,12,4,4.32
2016,4,12,5,4.32
2016,4,12,6,4.32
2016,4,12,7,4.32
2016,4,12,8,4.32
2016,4,12,9,4.32
2016,4,12,10,4.32
2016,4,12,11,4.32
2016,4,12,12,4.32
2016,4,12,13,4.32
2016,4,12,14,4.32
2016,4,12,15,4.32
2016,4,12,16,4.32
2016,4,12,17,4.32
2016,4,12,18,4.32
2016,4,12,19,4.32
2016,4,12,20,4.32
2016,4,12,21,4.32
2016,4,12,22,4.32
2016,4,12,23,4.32
2016,4,13,0,4.31
2016,4,13,1,4.31
2016,4,13,2,4.31
2016,4,13,3,4.31
2016,4,13,4,4.31
2016,4,13,5,4.31
2016,4,13,6,4.31
2016,4,13,7,4.31
2016,4,13,8,4.31
2016,4,13,9,4.31
2016,4,13,10,4.31
2016,4,13,11,4.31
2016,4,13,12,4.31
2016,4,13,13,4.31
2016,4,13,14,4.31
2016,4,13,15,4.31
2016,4,13,16,4.31
2016,4,13,17,4.31
2016,4,13,18,4.31
2016,4,13,19,4.31
2016,4,13,20,4.31
2016,4,13,21,4.31
2016,4,13,22,4.31
2016,4,13,23,4.31
2016,4,14,0,4.78
2016,4,14,1,4.78
2016,4,14,2,4.78
2016,4,14,3,4.78
2016,4,14,4,4.78
2016,4,14,5,4.78
2016,4,14,6,4.78
2016,4,14,7,4.78
2016,4,14,8,4.78
2016,4,14,9,4.78
2016,4,14,10,4.78
2016,4,14,11,4.78
2016,4,14,12,4.78
2016,4,14,13,4.78
2016,4,14,14,4.78
2016,4,14,15,4.78
2016,4,14,16,4.78
2016,4,14,17,4.78
2016,4,14,18,4.78
2016,4,14,19,4.78
2016,4,14,20,4.78
2016,4,14,21,4.78
2016,4,14,22,4.78
2016,4,14,23,4.78
2016,4,15,0,5.22
2016,4,15,1,5.22
2016,4,15,2,5.22
2016,4,15,3,5.22
2016,4,15,4,5.22
2016,4,15,5,5.22
2016,4,15,6,5.22
2016,4,15,7,5.22
2016,4,15,8,5.22
2016,4,15,9,5.22
2016,4,15,10,5.22
2016,4,15,11,5.22
2016,4,15,12,5.22
2016,4,15,13,5.22
2016,4,15,14,5.22
2016,4,15,15,5.22
2016,4,15,16,5.22
2016,4,15,17,5.22
2016,4,15,18,5.22
2016,4,15,19,5.22
2016,4,15,20,5.22
2016,4,15,21,5.22
2016,4,15,22,5.22
2016,4,15,23,5.22
2016,4,16,0,4.59
2016,4,16,1,4.59
2016,4,16,2,4.59
2016,4,16,3,4.59
2016,4,16,4,4.59
2016,4,16,5,4.59
2016,4,16,6,4.59
2016,4,16,7,4.59
2016,4,16,8,4.59
2016,4,16,9,4.59
2016,4,16,10,4.59
2016,4,16,11,4.59
2016,4,16,12,4.59
2016,4,16,13,4.59
2016,4,16,14,4.59
2016,4,16,15,4.59
2016,4,16,16,4.59
2016,4,16,17,4.59
2016,4,16,18,4.59
2016,4,16,19,4.59
2016,4,16,20,4.59
2016,4,16,21,4.59
2016,4,16,22,4.59
2016,4,16,23,4.59
2016,4,17,0,3.71
2016,4,17,1,3.71
2016,4,17,2,3.71
2016,4,17,3,3.71
2016,4,17,4,3.71
2016,4,17,5,3.71
2016,4,17,6,3.71
2016,4,17,7,3.71
2016,4,17,8,3.71
2016,4,17,9,3.71
2016,4,17,10,3.71
2016,4,17,11,3.71
2016,4,17,12,3.71
2016,4,17,13,3.71
2016,4,17,14,3.71
2016,4,17,15,3.71
2016,4,17,16,3.71
2016,4,17,17,3.71
2016,4,17,18,3.71
2016,4,17,19,3.71
2016,4,17,20,3.71
2016,4,17,21,3.71
2016,4,17,22,3.71
2016,4,17,23,3.71
2016,4,18,0,3.4
2016,4,18,1,3.4
2016,4,18,2,3.4
2016,4,18,3,3.4
2016,4,18,4,3.4
2016,4,18,5,3.4
2016,4,18,6,3.4
2016,4,18,7,3.4
2016,4,18,8,3.4
2016,4,18,9,3.4
2016,4,18,10,3.4
2016,4,18,11,3.4
2016,4,18,12,3.4
2016,4,18,13,3.4
2016,4,18,14,3.4
2016,4,18,15,3.4
2016,4,18,16,3.4
2016,4,18,17,3.4
2016,4,18,18,3.4
2016,4,18,19,3.4
2016,4,18,20,3.4
2016,4,18,21,3.4
2016,4,18,22,3.4
2016,4,18,23,3.4
2016,4,19,0,3.27
2016,4,19,1,3.27
2016,4,19,2,3.27
2016,4,19,3,3.27
2016,4,19,4,3.27
2016,4,19,5,3.27
2016,4,19,6,3.27
2016,4,19,7,3.27
2016,4,19,8,3.27
2016,4,19,9,3.27
2016,4,19,10,3.27
2016,4,19,11,3.27
2016,4,19,12,3.27
2016,4,19,13,3.27
2016,4,19,14,3.27
2016,4,19,15,3.27
2016,4,19,16,3.27
2016,4,19,17,3.27
2016,4,19,18,3.27
2016,4,19,19,3.27
2016,4,19,20,3.27
2016,4,19,21,3.27
2016,4,19,22,3.27
2016,4,19,23,3.27
2016,4,20,0,3.15
2016,4,20,1,3.15
2016,4,20,2,3.15
2016,4,20,3,3.15
2016,4,20,4,3.15
2016,4,20,5,3.15
2016,4,20,6,3.15
2016,4,20,7,3.15
2016,4,20,8,3.15
2016,4,20,9,3.15
2016,4,20,10,3.15
2016,4,20,11,3.15
2016,4,20,12,3.15
2016,4,20,13,3.15
2016,4,20,14,3.15
2016,4,20,15,3.15
2016,4,20,16,3.15
2016,4,20,17,3.15
2016,4,20,18,3.15
2016,4,20,19,3.15
2016,4,20,20,3.15
2016,4,20,21,3.15
2016,4,20,22,3.15
2016,4,20,23,3.15
2016,4,21,0,3.02
2016,4,21,1,3.02
2016,4,21,2,3.02
2016,4,21,3,3.02
2016,4,21,4,3.02
2016,4,21,5,3.02
2016,4,21,6,3.02
2016,4,21,7,3.02
2016,4,21,8,3.02
2016,4,21,9,3.02
2016,4,21,10,3.02
2016,4,21,11,3.02
2016,4,21,12,3.02
2016,4,21,13,3.02
2016,4,21,14,3.02
2016,4,21,15,3.02
2016,4,21,16,3.02
2016,4,21,17,3.02
2016,4,21,18,3.02
2016,4,21,19,3.02
2016,4,21,20,3.02
2016,4,21,21,3.02
2016,4,21,22,3.02
2016,4,21,23,3.02
2016,4,22,0,2.9
2016,4,22,1,2.9
2016,4,22,2,2.9
2016,4,22,3,2.9
2016,4,22,4,2.9
2016,4,22,5,2.9
2016,4,22,6,2.9
2016,4,22,7,2.9
2016,4,22,8,2.9
2016,4,22,9,2.9
2016,4,22,10,2.9
2016,4,22,11,2.9
2016,4,22,12,2.9
2016,4,22,13,2.9
2016,4,22,14,2.9
2016,4,22,15,2.9
2016,4,22,16,2.9
2016,4,22,17,2.9
2016,4,22,18,2.9
2016,4,22,19,2.9
2016,4,22,20,2.9
2016,4,22,21,2.9
2016,4,22,22,2.9
2016,4,22,23,2.9
2016,4,23,0,2.8
2016,4,23,1,2.8
2016,4,23,2,2.8
2016,4,23,3,2.8
2016,4,23,4,2.8
2016,4,23,5,2.8
2016,4,23,6,2.8
2016,4,23,7,2.8
2016,4,23,8,2.8
2016,4,23,9,2.8
2016,4,23,10,2.8
2016,4,23,11,2.8
2016,4,23,12,2.8
2016,4,23,13,2.8
2016,4,23,14,2.8
2016,4,23,15,2.8
2016,4,23,16,2.8
2016,4,23,17,2.8
2016,4,23,18,2.8
2016,4,23,19,2.8
2016,4,23,20,2.8
2016,4,23,21,2.8
2016,4,23,22,2.8
2016,4,23,23,2.8
2016,4,24,0,2.63
2016,4,24,1,2.63
2016,4,24,2,2.63
2016,4,24,3,2.63
2016,4,24,4,2.63
2016,4,24,5,2.63
2016,4,24,6,2.63
2016,4,24,7,2.63
2016,4,24,8,2.63
2016,4,24,9,2.63
2016,4,24,10,2.63
2016,4,24,11,2.63
2016,4,24,12,2.63
2016,4,24,13,2.63
2016,4,24,14,2.63
2016,4,24,15,2.63
2016,4,24,16,2.63
2016,4,24,17,2.63
2016,4,24,18,2.63
2016,4,24,19,2.63
2016,4,24,20,2.63
2016,4,24,21,2.63
2016,4,24,22,2.63
2016,4,24,23,2.63
2016,4,25,0,2.46
2016,4,25,1,2.46
2016,4,25,2,2.46
2016,4,25,3,2.46
2016,4,25,4,2.46
2016,4,25,5,2.46
2016,4,25,6,2.46
2016,4,25,7,2.46
2016,4,25,8,2.46
2016,4,25,9,2.46
2016,4,25,10,2.46
2016,4,25,11,2.46
2016,4,25,12,2.46
2016,4,25,13,2.46
2016,4,25,14,2.46
2016,4,25,15,2.46
2016,4,25,16,2.46
2016,4,25,17,2.46
2016,4,25,18,2.46
2016,4,25,19,2.46
2016,4,25,20,2.46
2016,4,25,21,2.46
2016,4,25,22,2.46
2016,4,25,23,2.46
2016,4,26,0,2.75
2016,4,26,1,2.75
2016,4,26,2,2.75
2016,4,26,3,2.75
2016,4,26,4,2.75
2016,4,26,5,2.75
2016,4,26,6,2.75
2016,4,26,7,2.75
2016,4,26,8,2.75
2016,4,26,9,2.75
2016,4,26,10,2.75
2016,4,26,11,2.75
2016,4,26,12,2.75
2016,4,26,13,2.75
2016,4,26,14,2.75
2016,4,26,15,2.75
2016,4,26,16,2.75
2016,4,26,17,2.75
2016,4,26,18,2.75
2016,4,26,19,2.75
2016,4,26,20,2.75
2016,4,26,21,2.75
2016,4,26,22,2.75
2016,4,26,23,2.75
2016,4,27,0,3.12
2016,4,27,1,3.12
2016,4,27,2,3.12
2016,4,27,3,3.12
2016,4,27,4,3.12
2016,4,27,5,3.12
2016,4,27,6,3.12
2016,4,27,7,3.12
2016,4,27,8,3.12
2016,4,27,9,3.12
2016,4,27,10,3.12
2016,4,27,11,3.12
2016,4,27,12,3.12
2016,4,27,13,3.12
2016,4,27,14,3.12
2016,4,27,15,3.12
2016,4,27,16,3.12
2016,4,27,17,3.12
2016,4,27,18,3.12
2016,4,27,19,3.12
2016,4,27,20,3.12
2016,4,27,21,3.12
2016,4,27,22,3.12
2016,4,27,23,3.12
2016,4,28,0,2.92
2016,4,28,1,2.92
2016,4,28,2,2.92
2016,4,28,3,2.92
2016,4,28,4,2.92
2016,4,28,5,2.92
2016,4,28,6,2.92
2016,4,28,7,2.92
2016,4,28,8,2.92
2016,4,28,9,2.92
2016,4,28,10,2.92
2016,4,28,11,2.92
2016,4,28,12,2.92
2016,4,28,13,2.92
2016,4,28,14,2.92
2016,4,28,15,2.92
2016,4,28,16,2.92
2016,4,28,17,2.92
2016,4,28,18,2.92
2016,4,28,19,2.92
2016,4,28,20,2.92
2016,4,28,21,2.92
2016,4,28,22,2.92
2016,4,28,23,2.92
2016,4,29,0,2.02
2016,4,29,1,2.02
2016,4,29,2,2.02
2016,4,29,3,2.02
2016,4,29,4,2.02
2016,4,29,5,2.02
2016,4,29,6,2.02
2016,4,29,7,2.02
2016,4,29,8,2.02
2016,4,29,9,2.02
2016,4,29,10,2.02
2016,4,29,11,2.02
2016,4,29,12,2.02
2016,4,29,13,2.02
2016,4,29,14,2.02
2016,4,29,15,2.02
2016,4,29,16,2.02
2016,4,29,17,2.02
2016,4,29,18,2.02
2016,4,29,19,2.02
2016,4,29,20,2.02
2016,4,29,21,2.02
2016,4,29,22,2.02
2016,4,29,23,2.02
2016,4,30,0,2.11
2016,4,30,1,2.11
2016,4,30,2,2.11
2016,4,30,3,2.11
2016,4,30,4,2.11
2016,4,30,5,2.11
2016,4,30,6,2.11
2016,4,30,7,2.11
2016,4,30,8,2.11
2016,4,30,9,2.11
2016,4,30,10,2.11
2016,4,30,11,2.11
2016,4,30,12,2.11
2016,4,30,13,2.11
2016,4,30,14,2.11
2016,4,30,15,2.11
2016,4,30,16,2.11
2016,4,30,17,2.11
2016,4,30,18,2.11
2016,4,30,19,2.11
2016,4,30,20,2.11
2016,4,30,21,2.11
2016,4,30,22,2.11
2016,4,30,23,2.11
2016,5,1,0,2.32
2016,5,1,1,2.32
2016,5,1,2,2.32
2016,5,1,3,2.32
2016,5,1,4,2.32
2016,5,1,5,2.32
2016,5,1,6,2.32
2016,5,1,7,2.32
2016,5,1,8,2.32
2016,5,1,9,2.32
2016,5,1,10,2.32
2016,5,1,11,2.32
2016,5,1,12,2.32
2016,5,1,13,2.32
2016,5,1,14,2.32
2016,5,1,15,2.32
2016,5,1,16,2.32
2016,5,1,17,2.32
2016,5,1,18,2.32
2016,5,1,19,2.32
2016,5,1,20,2.32
2016,5,1,21,2.32
2016,5,1,22,2.32
2016,5,1,23,2.32
2016,5,2,0,2.31
2016,5,2,1,2.31
2016,5,2,2,2.31
2016,5,2,3,2.31
2016,5,2,4,2.31
2016,5,2,5,2.31
2016,5,2,6,2.31
2016,5,2,7,2.31
2016,5,2,8,2.31
2016,5,2,9,2.31
2016,5,2,10,2.31
2016,5,2,11,2.31
2016,5,2,12,2.31
2016,5,2,13,2.31
2016,5,2,14,2.31
2016,5,2,15,2.31
2016,5,2,16,2.31
2016,5,2,17,2.31
2016,5,2,18,2.31
2016,5,2,19,2.31
2016,5,2,20,2.31
2016,5,2,21,2.31
2016,5,2,22,2.31
2016,5,2,23,2.31
2016,5,3,0,2.64
2016,5,3,1,2.64
2016,5,3,2,2.64
2016,5,3,3,2.64
2016,5,3,4,2.64
2016,5,3,5,2.64
2016,5,3,6,2.64
2016,5,3,7,2.64
2016,5,3,8,2.64
2016,5,3,9,2.64
2016,5,3,10,2.64
2016,5,3,11,2.64
2016,5,3,12,2.64
2016,5,3,13,2.64
2016,5,3,14,2.64
2016,5,3,15,2.64
2016,5,3,16,2.64
2016,5,3,17,2.64
2016,5,3,18,2.64
2016,5,3,19,2.64
2016,5,3,20,2.64
2016,5,3,21,2.64
2016,5,3,22,2.64
2016,5,3,23,2.64
2016,5,4,0,3.21
2016,5,4,1,3.21
2016,5,4,2,3.21
2016,5,4,3,3.21
2016,5,4,4,3.21
2016,5,4,5,3.21
2016,5,4,6,3.21
2016,5,4,7,3.21
2016,5,4,8,3.21
2016,5,4,9,3.21
2016,5,4,10,3.21
2016,5,4,11,3.21
2016,5,4,12,3.21
2016,5,4,13,3.21
2016,5,4,14,3.21
2016,5,4,15,3.21
2016,5,4,16,3.21
2016,5,4,17,3.21
2016,5,4,18,3.21
2016,5,4,19,3.21
2016,5,4,20,3.21
2016,5,4,21,3.21
2016,5,4,22,3.21
2016,5,4,23,3.21
2016,5,5,0,3.66
2016,5,5,1,3.66
2016,5,5,2,3.66
2016,5,5,3,3.66
2016,5,5,4,3.66
2016,5,5,5,3.66
2016,5,5,6,3.66
2016,5,5,7,3.66
2016,5,5,8,3.66
2016,5,5,9,3.66
2016,5,5,10,3.66
2016,5,5,11,3.66
2016,5,5,12,3.66
2016,5,5,13,3.66
2016,5,5,14,3.66
2016,5,5,15,3.66
2016,5,5,16,3.66
2016,5,5,17,3.66
2016,5,5,18,3.66
2016,5,5,19,3.66
2016,5,5,20,3.66
2016,5,5,21,3.66
2016,5,5,22,3.66
2016,5,5,23,3.66
2016,5,6,0,3.89
2016,5,6,1,3.89
2016,5,6,2,3.89
2016,5,6,3,3.89
2016,5,6,4,3.89
2016,5,6,5,3.89
2016,5,6,6,3.89
2016,5,6,7,3.89
2016,5,6,8,3.89
2016,5,6,9,3.89
2016,5,6,10,3.89
2016,5,6,11,3.89
2016,5,6,12,3.89
2016,5,6,13,3.89
2016,5,6,14,3.89
2016,5,6,15,3.89
2016,5,6,16,3.89
2016,5,6,17,3.89
2016,5,6,18,3.89
2016,5,6,19,3.89
2016,5,6,20,3.89
2016,5,6,21,3.89
2016,5,6,22,3.89
2016,5,6,23,3.89
2016,5,7,0,4.04
2016,5,7,1,4.04
2016,5,7,2,4.04
2016,5,7,3,4.04
2016,5,7,4,4.04
2016,5,7,5,4.04
2016,5,7,6,4.04
2016,5,7,7,4.04
2016,5,7,8,4.04
2016,5,7,9,4.04
2016,5,7,10,4.04
2016,5,7,11,4.04
2016,5,7,12,4.04
2016,5,7,13,4.04
2016,5,7,14,4.04
2016,5,7,15,4.04
2016,5,7,16,4.04
2016,5,7,17,4.04
2016,5,7,18,4.04
2016,5,7,19,4.04
2016,5,7,20,4.04
2016,5,7,21,4.04
2016,5,7,22,4.04
2016,5,7,23,4.04
2016,5,8,0,4.19
2016,5,8,1,4.19
2016,5,8,2,4.19
2016,5,8,3,4.19
2016,5,8,4,4.19
2016,5,8,5,4.19
2016,5,8,6,4.19
2016,5,8,7,4.19
2016,5,8,8,4.19
2016,5,8,9,4.19
2016,5,8,10,4.19
2016,5,8,11,4.19
2016,5,8,12,4.19
2016,5,8,13,4.19
2016,5,8,14,4.19
2016,5,8,15,4.19
2016,5,8,16,4.19
2016,5,8,17,4.19
2016,5,8,18,4.19
2016,5,8,19,4.19
2016,5,8,20,4.19
2016,5,8,21,4.19
2016,5,8,22,4.19
2016,5,8,23,4.19
2016,5,9,0,4.33
2016,5,9,1,4.33
2016,5,9,2,4.33
2016,5,9,3,4.33
2016,5,9,4,4.33
2016,5,9,5,4.33
2016,5,9,6,4.33
2016,5,9,7,4.33
2016,5,9,8,4.33
2016,5,9,9,4.33
2016,5,9,10,4.33
2016,5,9,11,4.33
2016,5,9,12,4.33
2016,5,9,13,4.33
2016,5,9,14,4.33
2016,5,9,15,4.33
2016,5,9,16,4.33
2016,5,9,17,4.33
2016,5,9,18,4.33
2016,5,9,19,4.33
2016,5,9,20,4.33
2016,5,9,21,4.33
2016,5,9,22,4.33
2016,5,9,23,4.33
2016,5,10,0,4.5
2016,5,10,1,4.5
2016,5,10,2,4.5
2016,5,10,3,4.5
2016,5,10,4,4.5
2016,5,10,5,4.5
2016,5,10,6,4.5
2016,5,10,7,4.5
2016,5,10,8,4.5
2016,5,10,9,4.5
2016,5,10,10,4.5
2016,5,10,11,4.5
2016,5,10,12,4.5
2016,5,10,13,4.5
2016,5,10,14,4.5
2016,5,10,15,4.5
2016,5,10,16,4.5
2016,5,10,17,4.5
2016,5,10,18,4.5
2016,5,10,19,4.5
2016,5,10,20,4.5
2016,5,10,21,4.5
2016,5,10,22,4.5
2016,5,10,23,4.5
2016,5,11,0,4.84
2016,5,11,1,4.84
2016,5,11,2,4.84
2016,5,11,3,4.84
2016,5,11,4,4.84
2016,5,11,5,4.84
2016,5,11,6,4.84
2016,5,11,7,4.84
2016,5,11,8,4.84
2016,5,11,9,4.84
2016,5,11,10,4.84
2016,5,11,11,4.84
2016,5,11,12,4.84
2016,5,11,13,4.84
2016,5,11,14,4.84
2016,5,11,15,4.84
2016,5,11,16,4.84
2016,5,11,17,4.84
2016,5,11,18,4.84
2016,5,11,19,4.84
2016,5,11,20,4.84
2016,5,11,21,4.84
2016,5,11,22,4.84
2016,5,11,23,4.84
2016,5,12,0,5.35
2016,5,12,1,5.35
2016,5,12,2,5.35
2016,5,12,3,5.35
2016,5,12,4,5.35
2016,5,12,5,5.35
2016,5,12,6,5.35
2016,5,12,7,5.35
2016,5,12,8,5.35
2016,5,12,9,5.35
2016,5,12,10,5.35
2016,5,12,11,5.35
2016,5,12,12,5.35
2016,5,12,13,5.35
2016,5,12,14,5.35
2016,5,12,15,5.35
2016,5,12,16,5.35
2016,5,12,17,5.35
2016,5,12,18,5.35
2016,5,12,19,5.35
2016,5,12,20,5.35
2016,5,12,21,5.35
2016,5,12,22,5.35
2016,5,12,23,5.35
2016,5,13,0,5.78
2016,5,13,1,5.78
2016,5,13,2,5.78
2016,5,13,3,5.78
2016,5,13,4,5.78
2016,5,13,5,5.78
2016,5,13,6,5.78
2016,5,13,7,5.78
2016,5,13,8,5.78
2016,5,13,9,5.78
2016,5,13,10,5.78
2016,5,13,11,5.78
2016,5,13,12,5.78
2016,5,13,13,5.78
2016,5,13,14,5.78
2016,5,13,15,5.78
2016,5,13,16,5.78
2016,5,13,17,5.78
2016,5,13,18,5.78
2016,5,13,19,5.78
2016,5,13,20,5.78
2016,5,13,21,5.78
2016,5,13,22,5.78
2016,5,13,23,5.78
2016,5,14,0,6.05
2016,5,14,1,6.05
2016,5,14,2,6.05
2016,5,14,3,6.05
2016,5,14,4,6.05
2016,5,14,5,6.05
2016,5,14,6,6.05
2016,5,14,7,6.05
2016,5,14,8,6.05
2016,5,14,9,6.05
2016,5,14,10,6.05
2016,5,14,11,6.05
2016,5,14,12,6.05
2016,5,14,13,6.05
2016,5,14,14,6.05
2016,5,14,15,6.05
2016,5,14,16,6.05
2016,5,14,17,6.05
2016,5,14,18,6.05
2016,5,14,19,6.05
2016,5,14,20,6.05
2016,5,14,21,6.05
2016,5,14,22,6.05
2016,5,14,23,6.05
2016,5,15,0,6.25
2016,5,15,1,6.25
2016,5,15,2,6.25
2016,5,15,3,6.25
2016,5,15,4,6.25
2016,5,15,5,6.25
2016,5,15,6,6.25
2016,5,15,7,6.25
2016,5,15,8,6.25
2016,5,15,9,6.25
2016,5,15,10,6.25
2016,5,15,11,6.25
2016,5,15,12,6.25
2016,5,15,13,6.25
2016,5,15,14,6.25
