year,month,day,hour,Node1,Node2
2016,1,6,9,581.2,84.5
2016,1,6,10,554.2,80.5
2016,1,6,11,531.9,77.3
2016,1,6,12,578.7,84.1
2016,1,6,13,600.2,87.2
2016,1,6,14,575.5,83.6
2016,1,6,15,546.4,79.5
2016,1,6,16,496.6,72.1
2016,1,6,17,478.3,69.5
2016,1,6,18,508.4,73.9
2016,1,6,19,510.3,74.1
2016,1,6,20,521.3,75.8
2016,1,6,21,486.7,70.8
2016,1,6,22,447.7,65
2016,1,6,23,424.4,61.7
2016,1,7,0,401.8,58.4
2016,1,7,1,390.9,56.8
2016,1,7,2,375.7,54.6
2016,1,7,3,367.3,53.3
2016,1,7,4,365.6,53.1
2016,1,7,5,375.3,54.5
2016,1,7,6,449.8,65.4
2016,1,7,7,536.4,78
2016,1,7,8,580.6,84.4
2016,1,7,9,581.2,84.5
2016,1,7,10,554.2,80.5
2016,1,7,11,531.9,77.3
2016,1,7,12,578.7,84.1
2016,1,7,13,600.2,87.2
2016,1,7,14,575.5,83.6
2016,1,7,15,546.4,79.5
2016,1,7,16,496.6,72.1
2016,1,7,17,478.3,69.5
2016,1,7,18,508.4,73.9
2016,1,7,19,510.3,74.1
2016,1,7,20,521.3,75.8
2016,1,7,21,486.7,70.8
2016,1,7,22,447.7,65
2016,1,7,23,424.4,61.7
2016,1,8,0,401.8,58.4
2016,1,8,1,390.9,56.8
2016,1,8,2,375.7,54.6
2016,1,8,3,367.3,53.3
2016,1,8,4,365.6,53.1
2016,1,8,5,375.3,54.5
2016,1,8,6,449.8,65.4
2016,1,8,7,536.4,78
2016,1,8,8,580.6,84.4
2016,1,8,9,581.2,84.5
2016,1,8,10,554.2,80.5
2016,1,8,11,531.9,77.3
2016,1,8,12,578.7,84.1
2016,1,8,13,600.2,87.2
2016,1,8,14,575.5,83.6
2016,1,8,15,546.4,79.5
2016,1,8,16,496.6,72.1
2016,1,8,17,478.3,69.5
2016,1,8,18,508.4,73.9
2016,1,8,19,510.3,74.1
2016,1,8,20,521.3,75.8
2016,1,8,21,486.7,70.8
2016,1,8,22,447.7,65
2016,1,8,23,424.4,61.7
2016,1,9,0,361.6,52.5
2016,1,9,1,351.7,51.2
2016,1,9,2,338.2,49.2
2016,1,9,3,330.5,48
2016,1,9,4,329.1,47.8
2016,1,9,5,337.7,49.1
2016,1,9,6,404.8,58.8
2016,1,9,7,482.8,70.2
2016,1,9,8,522.5,75.9
2016,1,9,9,523.2,76
2016,1,9,10,498.7,72.5
2016,1,9,11,478.7,69.5
2016,1,9,12,520.9,75.7
2016,1,9,13,540.2,78.5
2016,1,9,14,517.9,75.3
2016,1,9,15,491.8,71.5
2016,1,9,16,446.9,64.9
2016,1,9,17,430.5,62.5
2016,1,9,18,457.6,66.5
2016,1,9,19,459.3,66.7
2016,1,9,20,469.1,68.2
2016,1,9,21,438.1,63.7
2016,1,9,22,402.9,58.6
2016,1,9,23,382,55.5
2016,1,10,0,361.6,52.5
2016,1,10,1,351.7,51.2
2016,1,10,2,338.2,49.2
2016,1,10,3,330.5,48
2016,1,10,4,329.1,47.8
2016,1,10,5,337.7,49.1
2016,1,10,6,404.8,58.8
2016,1,10,7,482.8,70.2
2016,1,10,8,522.5,75.9
2016,1,10,9,523.2,76
2016,1,10,10,498.7,72.5
2016,1,10,11,478.7,69.5
2016,1,10,12,520.9,75.7
2016,1,10,13,540.2,78.5
2016,1,10,14,517.9,75.3
2016,1,10,15,491.8,71.5
2016,1,10,16,446.9,64.9
2016,1,10,17,430.5,62.5
2016,1,10,18,457.6,66.5
2016,1,10,19,459.3,66.7
2016,1,10,20,469.1,68.2
2016,1,10,21,438.1,63.7
2016,1,10,22,402.9,58.6
2016,1,10,23,382,55.5
2016,1,11,0,401.8,58.4
2016,1,11,1,390.9,56.8
2016,1,11,2,375.7,54.6
2016,1,11,3,367.3,53.3
2016,1,11,4,365.6,53.1
2016,1,11,5,375.3,54.5
2016,1,11,6,449.8,65.4
2016,1,11,7,536.4,78
2016,1,11,8,580.6,84.4
2016,1,11,9,581.2,84.5
2016,1,11,10,554.2,80.5
2016,1,11,11,531.9,77.3
2016,1,11,12,578.7,84.1
2016,1,11,13,600.2,87.2
2016,1,11,14,575.5,83.6
2016,1,11,15,546.4,79.5
2016,1,11,16,496.6,72.1
2016,1,11,17,478.3,69.5
2016,1,11,18,508.4,73.9
2016,1,11,19,510.3,74.1
2016,1,11,20,521.3,75.8
2016,1,11,21,486.7,70.8
2016,1,11,22,447.7,65
2016,1,11,23,424.4,61.7
2016,1,12,0,401.8,58.4
2016,1,12,1,390.9,56.8
2016,1,12,2,375.7,54.6
2016,1,12,3,367.3,53.3
2016,1,12,4,365.6,53.1
2016,1,12,5,375.3,54.5
2016,1,12,6,449.8,65.4
2016,1,12,7,536.4,78
2016,1,12,8,580.6,84.4
2016,1,12,9,581.2,84.5
2016,1,12,10,554.2,80.5
2016,1,12,11,531.9,77.3
2016,1,12,12,578.7,84.1
2016,1,12,13,600.2,87.2
2016,1,12,14,575.5,83.6
2016,1,12,15,546.4,79.5
2016,1,12,16,496.6,72.1
2016,1,12,17,478.3,69.5
2016,1,12,18,508.4,73.9
2016,1,12,19,510.3,74.1
2016,1,12,20,521.3,75.8
2016,1,12,21,486.7,70.8
2016,1,12,22,447.7,65
2016,1,12,23,424.4,61.7
2016,1,13,0,401.8,58.4
2016,1,13,1,390.9,56.8
2016,1,13,2,375.7,54.6
2016,1,13,3,367.3,53.3
2016,1,13,4,365.6,53.1
2016,1,13,5,375.3,54.5
2016,1,13,6,449.8,65.4
2016,1,13,7,536.4,78
2016,1,13,8,580.6,84.4
2016,1,13,9,581.2,84.5
2016,1,13,10,554.2,80.5
2016,1,13,11,531.9,77.3
2016,1,13,12,578.7,84.1
2016,1,13,13,600.2,87.2
2016,1,13,14,575.5,83.6
2016,1,13,15,546.4,79.5
2016,1,13,16,496.6,72.1
2016,1,13,17,478.3,69.5
2016,1,13,18,508.4,73.9
2016,1,13,19,510.3,74.1
2016,1,13,20,521.3,75.8
2016,1,13,21,486.7,70.8
2016,1,13,22,447.7,65
2016,1,13,23,424.4,61.7
2016,1,14,0,401.8,58.4
2016,1,14,1,390.9,56.8
2016,1,14,2,375.7,54.6
2016,1,14,3,367.3,53.3
2016,1,14,4,365.6,53.1
2016,1,14,5,375.3,54.5
2016,1,14,6,449.8,65.4
2016,1,14,7,536.4,78
2016,1,14,8,580.6,84.4
2016,1,14,9,581.2,84.5
2016,1,14,10,554.2,80.5
2016,1,14,11,531.9,77.3
2016,1,14,12,578.7,84.1
2016,1,14,13,600.2,87.2
2016,1,14,14,575.5,83.6
2016,1,14,15,546.4,79.5
2016,1,14,16,496.6,72.1
2016,1,14,17,478.3,69.5
2016,1,14,18,508.4,73.9
2016,1,14,19,510.3,74.1
2016,1,14,20,521.3,75.8
2016,1,14,21,486.7,70.8
2016,1,14,22,447.7,65
2016,1,14,23,424.4,61.7
2016,1,15,0,401.8,58.4
2016,1,15,1,390.9,56.8
2016,1,15,2,375.7,54.6
2016,1,15,3,367.3,53.3
2016,1,15,4,365.6,53.1
2016,1,15,5,375.3,54.5
2016,1,15,6,449.8,65.4
2016,1,15,7,536.4,78
2016,1,15,8,580.6,84.4
2016,1,15,9,581.2,84.5
2016,1,15,10,554.2,80.5
2016,1,15,11,531.9,77.3
2016,1,15,12,578.7,84.1
2016,1,15,13,600.2,87.2
2016,1,15,14,575.5,83.6
2016,1,15,15,546.4,79.5
2016,1,15,16,496.6,72.1
2016,1,15,17,478.3,69.5
2016,1,15,18,508.4,73.9
2016,1,15,19,510.3,74.1
2016,1,15,20,521.3,75.8
2016,1,15,21,486.7,70.8
2016,1,15,22,447.7,65
2016,1,15,23,424.4,61.7
2016,1,16,0,361.6,52.5
2016,1,16,1,351.7,51.2
2016,1,16,2,338.2,49.2
2016,1,16,3,330.5,48
2016,1,16,4,329.1,47.8
2016,1,16,5,337.7,49.1
2016,1,16,6,404.8,58.8
2016,1,16,7,482.8,70.2
2016,1,16,8,522.5,75.9
2016,1,16,9,523.2,76
2016,1,16,10,498.7,72.5
2016,1,16,11,478.7,69.5
2016,1,16,12,520.9,75.7
2016,1,16,13,540.2,78.5
2016,1,16,14,517.9,75.3
2016,1,16,15,491.8,71.5
2016,1,16,16,446.9,64.9
2016,1,16,17,430.5,62.5
2016,1,16,18,457.6,66.5
2016,1,16,19,459.3,66.7
2016,1,16,20,469.1,68.2
2016,1,16,21,438.1,63.7
2016,1,16,22,402.9,58.6
2016,1,16,23,382,55.5
2016,1,17,0,361.6,52.5
2016,1,17,1,351.7,51.2
2016,1,17,2,338.2,49.2
2016,1,17,3,330.5,48
2016,1,17,4,329.1,47.8
2016,1,17,5,337.7,49.1
2016,1,17,6,404.8,58.8
2016,1,17,7,482.8,70.2
2016,1,17,8,522.5,75.9
2016,1,17,9,523.2,76
2016,1,17,10,498.7,72.5
2016,1,17,11,478.7,69.5
2016,1,17,12,520.9,75.7
2016,1,17,13,540.2,78.5
2016,1,17,14,517.9,75.3
2016,1,17,15,491.8,71.5
2016,1,17,16,446.9,64.9
2016,1,17,17,430.5,62.5
2016,1,17,18,457.6,66.5
2016,1,17,19,459.3,66.7
2016,1,17,20,469.1,68.2
2016,1,17,21,438.1,63.7
2016,1,17,22,402.9,58.6
2016,1,17,23,382,55.5
2016,1,18,0,401.8,58.4
2016,1,18,1,390.9,56.8
2016,1,18,2,375.7,54.6
2016,1,18,3,367.3,53.3
2016,1,18,4,365.6,53.1
2016,1,18,5,375.3,54.5
2016,1,18,6,449.8,65.4
2016,1,18,7,536.4,78
2016,1,18,8,580.6,84.4
2016,1,18,9,581.2,84.5
2016,1,18,10,554.2,80.5
2016,1,18,11,531.9,77.3
2016,1,18,12,578.7,84.1
2016,1,18,13,600.2,87.2
2016,1,18,14,575.5,83.6
2016,1,18,15,546.4,79.5
2016,1,18,16,496.6,72.1
2016,1,18,17,478.3,69.5
2016,1,18,18,508.4,73.9
2016,1,18,19,510.3,74.1
2016,1,18,20,521.3,75.8
2016,1,18,21,486.7,70.8
2016,1,18,22,447.7,65
2016,1,18,23,424.4,61.7
2016,1,19,0,401.8,58.4
2016,1,19,1,390.9,56.8
2016,1,19,2,375.7,54.6
2016,1,19,3,367.3,53.3
2016,1,19,4,365.6,53.1
2016,1,19,5,375.3,54.5
2016,1,19,6,449.8,65.4
2016,1,19,7,536.4,78
2016,1,19,8,580.6,84.4
2016,1,19,9,581.2,84.5
2016,1,19,10,554.2,80.5
2016,1,19,11,531.9,77.3
2016,1,19,12,578.7,84.1
2016,1,19,13,600.2,87.2
2016,1,19,14,575.5,83.6
2016,1,19,15,546.4,79.5
2016,1,19,16,496.6,72.1
2016,1,19,17,478.3,69.5
2016,1,19,18,508.4,73.9
2016,1,19,19,510.3,74.1
2016,1,19,20,521.3,75.8
2016,1,19,21,486.7,70.8
2016,1,19,22,447.7,65
2016,1,19,23,424.4,61.7
2016,1,20,0,401.8,58.4
2016,1,20,1,390.9,56.8
2016,1,20,2,375.7,54.6
2016,1,20,3,367.3,53.3
2016,1,20,4,365.6,53.1
2016,1,20,5,375.3,54.5
2016,1,20,6,449.8,65.4
2016,1,20,7,536.4,78
2016,1,20,8,580.6,84.4
2016,1,20,9,581.2,84.5
2016,1,20,10,554.2,80.5
2016,1,20,11,531.9,77.3
2016,1,20,12,578.7,84.1
2016,1,20,13,600.2,87.2
2016,1,20,14,575.5,83.6
2016,1,20,15,546.4,79.5
2016,1,20,16,496.6,72.1
2016,1,20,17,478.3,69.5
2016,1,20,18,508.4,73.9
2016,1,20,19,510.3,74.1
2016,1,20,20,521.3,75.8
2016,1,20,21,486.7,70.8
2016,1,20,22,447.7,65
2016,1,20,23,424.4,61.7
2016,1,21,0,401.8,58.4
2016,1,21,1,390.9,56.8
2016,1,21,2,375.7,54.6
2016,1,21,3,367.3,53.3
2016,1,21,4,365.6,53.1
2016,1,21,5,375.3,54.5
2016,1,21,6,449.8,65.4
2016,1,21,7,536.4,78
2016,1,21,8,580.6,84.4
2016,1,21,9,581.2,84.5
2016,1,21,10,554.2,80.5
2016,1,21,11,531.9,77.3
2016,1,21,12,578.7,84.1
2016,1,21,13,600.2,87.2
2016,1,21,14,575.5,83.6
2016,1,21,15,546.4,79.5
2016,1,21,16,496.6,72.1
2016,1,21,17,478.3,69.5
2016,1,21,18,508.4,73.9
2016,1,21,19,510.3,74.1
2016,1,21,20,521.3,75.8
2016,1,21,21,486.7,70.8
2016,1,21,22,447.7,65
2016,1,21,23,424.4,61.7
2016,1,22,0,401.8,58.4
2016,1,22,1,390.9,56.8
2016,1,22,2,375.7,54.6
2016,1,22,3,367.3,53.3
2016,1,22,4,365.6,53.1
2016,1,22,5,375.3,54.5
2016,1,22,6,449.8,65.4
2016,1,22,7,536.4,78
2016,1,22,8,580.6,84.4
2016,1,22,9,581.2,84.5
2016,1,22,10,554.2,80.5
2016,1,22,11,531.9,77.3
2016,1,22,12,578.7,84.1
2016,1,22,13,600.2,87.2
2016,1,22,14,575.5,83.6
2016,1,22,15,546.4,79.5
2016,1,22,16,496.6,72.1
2016,1,22,17,478.3,69.5
2016,1,22,18,508.4,73.9
2016,1,22,19,510.3,74.1
2016,1,22,20,521.3,75.8
2016,1,22,21,486.7,70.8
2016,1,22,22,447.7,65
2016,1,22,23,424.4,61.7
2016,1,23,0,361.6,52.5
2016,1,23,1,351.7,51.2
2016,1,23,2,338.2,49.2
2016,1,23,3,330.5,48
2016,1,23,4,329.1,47.8
2016,1,23,5,337.7,49.1
2016,1,23,6,404.8,58.8
2016,1,23,7,482.8,70.2
2016,1,23,8,522.5,75.9
2016,1,23,9,523.2,76
2016,1,23,10,498.7,72.5
2016,1,23,11,478.7,69.5
2016,1,23,12,520.9,75.7
2016,1,23,13,540.2,78.5
2016,1,23,14,517.9,75.3
2016,1,23,15,491.8,71.5
2016,1,23,16,446.9,64.9
2016,1,23,17,430.5,62.5
2016,1,23,18,457.6,66.5
2016,1,23,19,459.3,66.7
2016,1,23,20,469.1,68.2
2016,1,23,21,438.1,63.7
2016,1,23,22,402.9,58.6
2016,1,23,23,382,55.5
2016,1,24,0,361.6,52.5
2016,1,24,1,351.7,51.2
2016,1,24,2,338.2,49.2
2016,1,24,3,330.5,48
2016,1,24,4,329.1,47.8
2016,1,24,5,337.7,49.1
2016,1,24,6,404.8,58.8
2016,1,24,7,482.8,70.2
2016,1,24,8,522.5,75.9
2016,1,24,9,523.2,76
2016,1,24,10,498.7,72.5
2016,1,24,11,478.7,69.5
2016,1,24,12,520.9,75.7
2016,1,24,13,540.2,78.5
2016,1,24,14,517.9,75.3
2016,1,24,15,491.8,71.5
2016,1,24,16,446.9,64.9
2016,1,24,17,430.5,62.5
2016,1,24,18,457.6,66.5
2016,1,24,19,459.3,66.7
2016,1,24,20,469.1,68.2
2016,1,24,21,438.1,63.7
2016,1,24,22,402.9,58.6
2016,1,24,23,382,55.5
2016,1,25,0,401.8,58.4
2016,1,25,1,390.9,56.8
2016,1,25,2,375.7,54.6
2016,1,25,3,367.3,53.3
2016,1,25,4,365.6,53.1
2016,1,25,5,375.3,54.5
2016,1,25,6,449.8,65.4
2016,1,25,7,536.4,78
2016,1,25,8,580.6,84.4
2016,1,25,9,581.2,84.5
2016,1,25,10,554.2,80.5
2016,1,25,11,531.9,77.3
2016,1,25,12,578.7,84.1
2016,1,25,13,600.2,87.2
2016,1,25,14,575.5,83.6
2016,1,25,15,546.4,79.5
2016,1,25,16,496.6,72.1
2016,1,25,17,478.3,69.5
2016,1,25,18,508.4,73.9
2016,1,25,19,510.3,74.1
2016,1,25,20,521.3,75.8
2016,1,25,21,486.7,70.8
2016,1,25,22,447.7,65
2016,1,25,23,424.4,61.7
2016,1,26,0,401.8,58.4
2016,1,26,1,390.9,56.8
2016,1,26,2,375.7,54.6
2016,1,26,3,367.3,53.3
2016,1,26,4,365.6,53.1
2016,1,26,5,375.3,54.5
2016,1,26,6,449.8,65.4
2016,1,26,7,536.4,78
2016,1,26,8,580.6,84.4
2016,1,26,9,581.2,84.5
2016,1,26,10,554.2,80.5
2016,1,26,11,531.9,77.3
2016,1,26,12,578.7,84.1
2016,1,26,13,600.2,87.2
2016,1,26,14,575.5,83.6
2016,1,26,15,546.4,79.5
2016,1,26,16,496.6,72.1
2016,1,26,17,478.3,69.5
2016,1,26,18,508.4,73.9
2016,1,26,19,510.3,74.1
2016,1,26,20,521.3,75.8
2016,1,26,21,486.7,70.8
2016,1,26,22,447.7,65
2016,1,26,23,424.4,61.7
2016,1,27,0,401.8,58.4
2016,1,27,1,390.9,56.8
2016,1,27,2,375.7,54.6
2016,1,27,3,367.3,53.3
2016,1,27,4,365.6,53.1
2016,1,27,5,375.3,54.5
2016,1,27,6,449.8,65.4
2016,1,27,7,536.4,78
2016,1,27,8,580.6,84.4
2016,1,27,9,581.2,84.5
2016,1,27,10,554.2,80.5
2016,1,27,11,531.9,77.3
2016,1,27,12,578.7,84.1
2016,1,27,13,600.2,87.2
2016,1,27,14,575.5,83.6
2016,1,27,15,546.4,79.5
2016,1,27,16,496.6,72.1
2016,1,27,17,478.3,69.5
2016,1,27,18,508.4,73.9
2016,1,27,19,510.3,74.1
2016,1,27,20,521.3,75.8
2016,1,27,21,486.7,70.8
2016,1,27,22,447.7,65
2016,1,27,23,424.4,61.7
2016,1,28,0,401.8,58.4
2016,1,28,1,390.9,56.8
2016,1,28,2,375.7,54.6
2016,1,28,3,367.3,53.3
2016,1,28,4,365.6,53.1
2016,1,28,5,375.3,54.5
2016,1,28,6,449.8,65.4
2016,1,28,7,536.4,78
2016,1,28,8,580.6,84.4
2016,1,28,9,581.2,84.5
2016,1,28,10,554.2,80.5
2016,1,28,11,531.9,77.3
2016,1,28,12,578.7,84.1
2016,1,28,13,600.2,87.2
2016,1,28,14,575.5,83.6
2016,1,28,15,546.4,79.5
2016,1,28,16,496.6,72.1
2016,1,28,17,478.3,69.5
2016,1,28,18,508.4,73.9
2016,1,28,19,510.3,74.1
2016,1,28,20,521.3,75.8
2016,1,28,21,486.7,70.8
2016,1,28,22,447.7,65
2016,1,28,23,424.4,61.7
2016,1,29,0,401.8,58.4
2016,1,29,1,390.9,56.8
2016,1,29,2,375.7,54.6
2016,1,29,3,367.3,53.3
2016,1,29,4,365.6,53.1
2016,1,29,5,375.3,54.5
2016,1,29,6,449.8,65.4
2016,1,29,7,536.4,78
2016,1,29,8,580.6,84.4
2016,1,29,9,581.2,84.5
2016,1,29,10,554.2,80.5
2016,1,29,11,531.9,77.3
2016,1,29,12,578.7,84.1
2016,1,29,13,600.2,87.2
2016,1,29,14,575.5,83.6
2016,1,29,15,546.4,79.5
2016,1,29,16,496.6,72.1
2016,1,29,17,478.3,69.5
2016,1,29,18,508.4,73.9
2016,1,29,19,510.3,74.1
2016,1,29,20,521.3,75.8
2016,1,29,21,486.7,70.8
2016,1,29,22,447.7,65
2016,1,29,23,424.4,61.7
2016,1,30,0,361.6,52.5
2016,1,30,1,351.7,51.2
2016,1,30,2,338.2,49.2
2016,1,30,3,330.5,48
2016,1,30,4,329.1,47.8
2016,1,30,5,337.7,49.1
2016,1,30,6,404.8,58.8
2016,1,30,7,482.8,70.2
2016,1,30,8,522.5,75.9
2016,1,30,9,523.2,76
2016,1,30,10,498.7,72.5
2016,1,30,11,478.7,69.5
2016,1,30,12,520.9,75.7
2016,1,30,13,540.2,78.5
2016,1,30,14,517.9,75.3
2016,1,30,15,491.8,71.5
2016,1,30,16,446.9,64.9
2016,1,30,17,430.5,62.5
2016,1,30,18,457.6,66.5
2016,1,30,19,459.3,66.7
2016,1,30,20,469.1,68.2
2016,1,30,21,438.1,63.7
2016,1,30,22,402.9,58.6
2016,1,30,23,382,55.5
2016,1,31,0,361.6,52.5
2016,1,31,1,351.7,51.2
2016,1,31,2,338.2,49.2
2016,1,31,3,330.5,48
2016,1,31,4,329.1,47.8
2016,1,31,5,337.7,49.1
2016,1,31,6,404.8,58.8
2016,1,31,7,482.8,70.2
2016,1,31,8,522.5,75.9
2016,1,31,9,523.2,76
2016,1,31,10,498.7,72.5
2016,1,31,11,478.7,69.5
2016,1,31,12,520.9,75.7
2016,1,31,13,540.2,78.5
2016,1,31,14,517.9,75.3
2016,1,31,15,491.8,71.5
2016,1,31,16,446.9,64.9
2016,1,31,17,430.5,62.5
2016,1,31,18,457.6,66.5
2016,1,31,19,459.3,66.7
2016,1,31,20,469.1,68.2
2016,1,31,21,438.1,63.7
2016,1,31,22,402.9,58.6
2016,1,31,23,382,55.5
2016,2,1,0,398.5,57.9
2016,2,1,1,387.6,56.4
2016,2,1,2,372.7,54.2
2016,2,1,3,364.3,52.9
2016,2,1,4,362.6,52.7
2016,2,1,5,372.2,54.1
2016,2,1,6,446,64.8
2016,2,1,7,532,77.4
2016,2,1,8,575.8,83.6
2016,2,1,9,576.4,83.7
2016,2,1,10,549.6,79.9
2016,2,1,11,527.5,76.6
2016,2,1,12,574,83.4
2016,2,1,13,595.2,86.5
2016,2,1,14,570.8,82.9
2016,2,1,15,542,78.7
2016,2,1,16,492.6,71.6
2016,2,1,17,474.3,68.9
2016,2,1,18,504.3,73.3
2016,2,1,19,506,73.5
2016,2,1,20,516.9,75.2
2016,2,1,21,482.8,70.2
2016,2,1,22,444,64.5
2016,2,1,23,421,61.2
2016,2,2,0,398.5,57.9
2016,2,2,1,387.6,56.4
2016,2,2,2,372.7,54.2
2016,2,2,3,364.3,52.9
2016,2,2,4,362.6,52.7
2016,2,2,5,372.2,54.1
2016,2,2,6,446,64.8
2016,2,2,7,532,77.4
2016,2,2,8,575.8,83.6
2016,2,2,9,576.4,83.7
2016,2,2,10,549.6,79.9
2016,2,2,11,527.5,76.6
2016,2,2,12,574,83.4
2016,2,2,13,595.2,86.5
2016,2,2,14,570.8,82.9
2016,2,2,15,542,78.7
2016,2,2,16,492.6,71.6
2016,2,2,17,474.3,68.9
2016,2,2,18,504.3,73.3
2016,2,2,19,506,73.5
2016,2,2,20,516.9,75.2
2016,2,2,21,482.8,70.2
2016,2,2,22,444,64.5
2016,2,2,23,421,61.2
2016,2,3,0,398.5,57.9
2016,2,3,1,387.6,56.4
2016,2,3,2,372.7,54.2
2016,2,3,3,364.3,52.9
2016,2,3,4,362.6,52.7
2016,2,3,5,372.2,54.1
2016,2,3,6,446,64.8
2016,2,3,7,532,77.4
2016,2,3,8,575.8,83.6
2016,2,3,9,576.4,83.7
2016,2,3,10,549.6,79.9
2016,2,3,11,527.5,76.6
2016,2,3,12,574,83.4
2016,2,3,13,595.2,86.5
2016,2,3,14,570.8,82.9
2016,2,3,15,542,78.7
2016,2,3,16,492.6,71.6
2016,2,3,17,474.3,68.9
2016,2,3,18,504.3,73.3
2016,2,3,19,506,73.5
2016,2,3,20,516.9,75.2
2016,2,3,21,482.8,70.2
2016,2,3,22,444,64.5
2016,2,3,23,421,61.2
2016,2,4,0,398.5,57.9
2016,2,4,1,387.6,56.4
2016,2,4,2,372.7,54.2
2016,2,4,3,364.3,52.9
2016,2,4,4,362.6,52.7
2016,2,4,5,372.2,54.1
2016,2,4,6,446,64.8
2016,2,4,7,532,77.4
2016,2,4,8,575.8,83.6
2016,2,4,9,576.4,83.7
2016,2,4,10,549.6,79.9
2016,2,4,11,527.5,76.6
2016,2,4,12,574,83.4
2016,2,4,13,595.2,86.5
2016,2,4,14,570.8,82.9
2016,2,4,15,542,78.7
